customer_id,age,monthly_income,emi,credit_card_due,emi_to_income_ratio,credit_utilization,missed_payments,salary_delay,job_loss,avg_balance,balance_drop_ratio,atm_withdrawals,spending_change,bill_delay_count,account_tenure
CUST002214,30,130889,37710,19444,0.29,0.58,1,1,0,81399,0.21,8,-0.09,1,90
CUST002215,34,187717,50206,39365,0.27,0.28,1,0,0,348258,0.1,5,0.14,2,114
CUST002216,60,140905,41291,46684,0.29,0.54,3,0,1,152613,0.17,4,-0.16,2,84
CUST002217,46,76719,22766,27945,0.3,0.59,2,0,0,84576,0.1,11,-0.09,3,100
CUST002218,26,88442,39333,21700,0.44,0.89,5,1,0,35633,0.32,14,-0.12,1,5
CUST002219,29,186764,57462,15932,0.31,0.28,1,0,0,399972,0.12,1,-0.0,0,67
CUST002220,26,189647,54224,21313,0.29,0.37,1,0,0,400348,0.25,4,-0.11,0,66
CUST002221,42,211641,41700,51619,0.2,0.34,0,0,0,258752,0.05,5,0.14,1,97
CUST002222,22,186540,39564,24687,0.21,0.41,1,0,0,282045,0.11,3,0.16,1,114
CUST002223,36,104676,32714,39312,0.31,0.66,0,0,0,80055,0.29,7,-0.42,2,107
CUST002224,53,40714,17419,12535,0.43,0.43,1,1,0,62210,0.3,10,0.26,4,15
CUST002225,37,158037,50892,16378,0.32,0.44,3,0,0,89949,0.4,6,-0.11,3,81
CUST002226,24,215645,36532,23399,0.17,0.41,1,1,0,420448,0.1,5,-0.08,0,97
CUST002227,49,93030,48131,34098,0.52,0.69,2,1,0,37913,0.42,9,-0.09,5,39
CUST002228,50,86891,34626,21278,0.4,0.57,0,0,0,89372,0.51,7,-0.17,0,44
CUST002229,58,86299,26223,16438,0.3,0.35,1,0,1,74137,0.25,11,-0.07,3,73
CUST002230,39,195147,49972,32959,0.26,0.39,1,0,0,322654,0.13,1,-0.05,1,86
CUST002231,45,89915,20949,12896,0.23,0.57,1,0,0,73612,0.22,9,-0.13,4,67
CUST002232,54,95477,11759,19495,0.12,0.5,0,0,0,214874,0.08,2,0.03,0,75
CUST002233,44,50686,19037,12168,0.38,0.59,1,0,0,35792,0.27,4,0.1,3,59
CUST002234,48,153017,13702,45243,0.09,0.41,0,0,0,299582,0.06,8,0.17,0,107
CUST002235,24,79095,28966,12842,0.37,0.37,0,0,0,165221,0.04,5,-0.01,0,55
CUST002236,49,141808,27549,31711,0.19,0.2,0,0,0,363522,0.16,3,0.09,1,10
CUST002237,46,128489,36492,23063,0.28,0.6,4,0,0,114881,0.33,8,0.16,1,76
CUST002238,58,101422,70202,35982,0.69,0.93,0,1,0,73988,0.56,15,-0.25,1,64
CUST002239,49,173330,29153,37535,0.17,0.33,0,0,0,285543,0.11,4,-0.03,0,89
CUST002240,47,67688,28489,15711,0.42,0.69,1,0,0,44904,0.22,12,-0.12,0,106
CUST002241,29,164986,46591,32616,0.28,0.19,0,0,0,235575,0.07,5,0.09,0,63
CUST002242,53,183711,47320,5511,0.26,0.34,1,0,0,335879,0.06,6,0.21,0,111
CUST002243,34,169087,25862,25952,0.15,0.36,0,0,0,356420,0.08,4,-0.12,0,59
CUST002244,31,141818,38771,19837,0.27,0.34,0,0,0,295527,0.06,2,0.11,0,72
CUST002245,28,71558,23430,26257,0.33,0.99,1,0,0,29540,0.44,11,-0.49,6,78
CUST002246,44,120914,19137,16557,0.16,0.08,0,0,0,196223,0.08,2,0.08,0,74
CUST002247,30,142377,13889,6286,0.1,0.38,0,1,0,352756,0.16,3,0.08,0,16
CUST002248,44,122065,35917,10041,0.29,0.45,1,0,1,283086,0.15,2,0.0,0,39
CUST002249,30,199566,42865,25532,0.21,0.53,0,0,0,215684,0.02,5,-0.01,1,19
CUST002250,40,119313,28082,33338,0.24,0.35,0,0,0,175039,0.1,2,0.23,0,114
CUST002251,52,77067,13770,12859,0.18,0.24,0,0,0,171704,0.16,3,-0.02,0,1
CUST002252,25,56713,12851,7091,0.23,0.42,0,0,0,69917,0.14,8,-0.03,2,112
CUST002253,57,193311,68967,28657,0.36,0.33,0,0,0,173979,0.21,3,0.08,0,40
CUST002254,42,143908,28551,35619,0.2,0.29,0,0,0,427485,0.1,2,0.12,1,101
CUST002255,59,81312,20335,8292,0.25,0.38,0,0,0,141777,0.05,4,0.24,0,17
CUST002256,50,162946,33964,17323,0.21,0.32,0,0,0,317141,0.17,4,-0.07,1,98
CUST002257,30,110253,33808,41374,0.31,0.44,1,1,0,74749,0.18,7,-0.1,1,111
CUST002258,60,208470,42872,43129,0.21,0.19,0,0,0,416964,0.1,5,0.17,2,86
CUST002259,35,148650,54118,26623,0.36,0.25,2,0,0,243079,0.15,3,0.04,1,116
CUST002260,23,161155,35583,4834,0.22,0.23,0,0,0,265409,0.1,3,0.15,1,86
CUST002261,26,68414,20259,14692,0.3,0.76,1,0,0,64590,0.43,10,0.13,5,111
CUST002262,57,105962,43943,23635,0.41,0.55,1,1,0,80427,0.13,10,0.23,1,81
CUST002263,28,191630,43997,48886,0.23,0.49,1,0,0,349505,0.17,4,0.03,0,83
CUST002264,60,196219,36665,46472,0.19,0.2,1,0,0,251757,0.25,3,0.12,0,70
CUST002265,57,74648,20488,22373,0.27,0.68,2,0,0,76562,0.12,9,0.26,0,67
CUST002266,53,29892,11248,3865,0.38,0.67,0,1,0,24952,0.23,7,-0.04,5,115
CUST002267,55,49973,11366,10347,0.23,0.19,1,1,0,146258,0.17,3,0.12,0,24
CUST002268,34,196926,25406,41013,0.13,0.36,2,0,0,208085,0.02,1,-0.11,0,32
CUST002269,55,128999,27851,28913,0.22,0.33,0,0,0,237122,0.15,4,0.05,2,78
CUST002270,23,51098,9594,6583,0.19,0.3,0,0,0,102406,0.1,5,-0.02,1,63
CUST002271,32,51306,9387,5290,0.18,0.43,0,1,0,110685,0.15,1,0.05,1,54
CUST002272,41,51708,25050,18423,0.48,0.74,1,0,0,31500,0.43,14,-0.08,2,49
CUST002273,27,89081,25905,8136,0.29,0.18,1,0,0,244867,0.1,5,0.07,0,70
CUST002274,32,68495,12109,3728,0.18,0.42,1,0,0,193596,0.01,5,0.11,1,33
CUST002275,47,89352,16177,10812,0.18,0.39,0,0,0,139686,0.17,4,-0.09,0,87
CUST002276,41,52122,17039,7386,0.33,0.47,1,0,0,161013,0.14,5,0.1,1,24
CUST002277,40,50885,15711,15953,0.31,0.6,0,0,0,63973,0.17,3,-0.17,0,50
CUST002278,47,129991,17135,31444,0.13,0.37,0,0,0,289984,0.07,5,-0.08,0,115
CUST002279,28,98099,31454,22163,0.32,0.29,0,0,0,173844,0.0,3,0.06,0,7
CUST002280,59,106994,35235,12124,0.33,0.23,0,0,0,249435,0.11,3,-0.17,2,76
CUST002281,53,75167,17657,6004,0.23,0.21,0,0,0,166175,0.2,7,0.18,0,50
CUST002282,41,189997,57776,23965,0.3,0.28,0,0,0,507033,0.04,5,0.05,0,60
CUST002283,51,151822,21534,15193,0.14,0.1,0,0,0,198236,0.18,4,-0.11,0,4
CUST002284,22,51610,22353,17661,0.43,0.8,1,0,0,76409,0.39,9,-0.14,1,35
CUST002285,56,77917,17568,10668,0.23,0.26,1,0,0,173541,0.19,2,-0.0,1,84
CUST002286,47,66996,20664,8691,0.31,0.31,0,0,0,172078,0.03,3,-0.09,0,58
CUST002287,53,62320,21611,9860,0.35,0.6,3,0,0,76918,0.52,8,-0.01,0,27
CUST002288,31,109267,33042,19182,0.3,0.49,0,0,0,274053,0.1,6,-0.03,1,101
CUST002289,48,190529,56387,21935,0.3,0.34,0,1,0,266098,0.21,6,0.13,0,117
CUST002290,21,166805,38789,20608,0.23,0.22,0,0,0,551966,0.01,6,0.04,0,105
CUST002291,60,103597,48202,39665,0.47,0.92,0,1,1,53424,0.61,11,-0.32,2,38
CUST002292,21,81201,50106,31491,0.62,0.95,3,0,0,51277,0.49,16,-0.34,3,8
CUST002293,37,144654,47074,26216,0.33,0.18,0,0,0,245191,0.0,4,0.04,1,108
CUST002294,34,84889,40876,10556,0.48,0.99,3,1,0,25550,0.6,11,-0.3,4,75
CUST002295,31,185008,55097,22048,0.3,0.14,0,0,0,336123,0.14,3,0.09,1,95
CUST002296,40,148626,42811,26363,0.29,0.32,0,0,0,380291,0.21,2,0.24,0,12
CUST002297,29,98258,24156,15275,0.25,0.83,3,0,0,114585,0.21,14,-0.07,0,93
CUST002298,34,84167,58652,21462,0.7,0.82,2,1,0,33987,0.54,9,-0.13,3,79
CUST002299,41,107404,75182,55054,0.7,0.85,1,1,0,28173,0.52,12,-0.37,3,114
CUST002300,37,110766,73709,50050,0.67,0.73,2,0,0,32908,0.47,16,-0.51,3,97
CUST002301,36,129315,31333,17932,0.24,0.41,0,0,0,138834,0.12,9,-0.05,1,85
CUST002302,50,131103,27238,11291,0.21,0.32,0,0,0,312377,0.15,4,-0.04,0,77
CUST002303,29,45536,9427,3388,0.21,0.27,0,1,0,120962,0.11,5,-0.0,1,83
CUST002304,21,27510,11844,5030,0.43,0.66,1,1,0,16908,0.51,6,0.06,1,116
CUST002305,47,153182,55599,29246,0.36,0.61,0,0,0,137745,0.28,7,-0.35,1,72
CUST002306,55,45322,17354,7995,0.38,0.87,0,0,0,24102,0.36,10,-0.24,1,11
CUST002307,49,77352,15474,9717,0.2,0.44,1,0,1,72231,0.06,5,0.08,1,87
CUST002308,45,202630,33521,27818,0.17,0.26,0,0,0,271725,0.1,3,-0.12,0,106
CUST002309,32,47210,6226,2493,0.13,0.39,0,0,0,92450,0.15,7,-0.1,1,108
CUST002310,44,95591,18656,8330,0.2,0.26,0,0,0,214348,0.08,5,0.04,1,120
CUST002311,35,50185,8051,11368,0.16,0.19,0,0,0,113320,0.1,1,0.05,0,96
CUST002312,43,48584,14537,10081,0.3,0.67,2,1,0,32569,0.27,10,-0.1,0,25
CUST002313,40,82972,22047,21365,0.27,0.6,5,0,0,94844,0.36,7,-0.15,1,104
CUST002314,52,54645,4705,12447,0.09,0.3,0,0,0,140976,0.14,7,-0.06,1,47
CUST002315,59,46870,7170,9736,0.15,0.2,1,0,0,101848,0.19,6,0.13,0,27
CUST002316,46,117704,26649,24457,0.23,0.34,0,1,0,278104,0.1,5,0.1,0,15
CUST002317,52,189647,23219,31264,0.12,0.36,0,0,0,459310,0.16,4,-0.04,0,22
CUST002318,57,203065,51691,35342,0.25,0.32,0,0,0,435718,0.09,3,0.07,1,87
CUST002319,25,78619,25428,10214,0.32,0.39,0,0,0,90337,0.14,4,0.13,1,76
CUST002320,29,84759,33453,16056,0.39,0.5,1,1,0,86101,0.32,8,-0.33,0,34
CUST002321,38,106864,54270,29926,0.51,0.71,8,1,1,60565,0.56,12,-0.03,4,25
CUST002322,55,111301,15275,20119,0.14,0.2,0,0,0,176669,0.09,4,0.13,0,79
CUST002323,50,136965,41078,57474,0.3,0.45,1,0,0,113407,0.31,12,-0.21,1,1
CUST002324,24,109672,48196,37556,0.44,0.75,1,1,0,66577,0.42,8,-0.34,0,110
CUST002325,47,76907,6170,16708,0.08,0.34,0,0,1,200937,0.13,4,-0.1,0,36
CUST002326,50,119757,33255,34104,0.28,0.82,1,0,0,55123,0.43,5,0.03,1,64
CUST002327,23,103863,22700,6151,0.22,0.35,0,0,0,324672,0.09,0,0.18,0,114
CUST002328,47,162666,22928,22905,0.14,0.45,1,0,0,276198,0.09,6,0.13,0,69
CUST002329,46,132741,35537,19937,0.27,0.21,0,0,0,234359,0.04,4,-0.05,0,25
CUST002330,57,51651,11929,8664,0.23,0.33,0,0,0,92163,0.13,1,-0.06,1,104
CUST002331,35,73550,35008,22936,0.48,0.92,3,0,0,38412,0.46,15,-0.25,1,89
CUST002332,36,39558,22015,7457,0.56,0.86,1,0,0,27289,0.44,14,-0.12,7,26
CUST002333,25,208917,53275,36637,0.26,0.41,1,0,0,587109,0.03,3,0.14,1,81
CUST002334,51,51297,15231,7027,0.3,0.35,0,0,0,98864,0.06,2,0.12,1,56
CUST002335,42,90643,28704,23133,0.32,0.45,1,0,0,108033,0.35,7,-0.27,2,108
CUST002336,51,134339,24545,38522,0.18,0.2,0,0,0,322542,0.13,3,0.04,0,31
CUST002337,42,87060,24452,27127,0.28,0.62,1,0,0,98059,0.31,9,-0.15,1,67
CUST002338,59,75478,43492,27637,0.58,0.95,3,1,0,26372,0.35,12,-0.34,3,80
CUST002339,49,57722,24833,19670,0.43,0.52,4,0,0,75946,0.33,12,-0.29,2,75
CUST002340,24,53740,12575,10488,0.23,0.6,0,1,0,95841,0.2,10,-0.0,1,118
CUST002341,25,78432,9067,4265,0.12,0.36,1,0,0,94469,0.06,6,-0.07,1,101
CUST002342,49,124028,19872,14496,0.16,0.46,0,0,0,225826,0.0,5,0.18,0,8
CUST002343,48,51693,16064,16148,0.31,0.62,1,0,0,51351,0.28,7,0.05,2,9
CUST002344,56,102310,48264,13793,0.47,0.39,1,0,0,115978,0.52,3,-0.02,0,7
CUST002345,46,132769,47302,20142,0.36,0.73,0,1,0,190009,0.39,3,0.13,2,13
CUST002346,59,217942,67364,36639,0.31,0.26,0,0,0,554193,0.02,7,-0.15,0,101
CUST002347,50,146689,67243,39849,0.46,0.35,0,0,0,106054,0.15,12,0.03,3,50
CUST002348,60,51549,18377,11133,0.36,0.5,1,1,0,49079,0.3,15,-0.26,2,80
CUST002349,22,180584,49370,23279,0.27,0.23,0,1,0,325065,0.19,5,0.05,0,59
CUST002350,33,71919,23049,4712,0.32,0.41,0,0,0,157087,0.0,5,-0.04,2,14
CUST002351,25,95754,16185,20428,0.17,0.58,0,0,0,86178,0.04,1,0.16,1,76
CUST002352,29,84702,43990,33556,0.52,0.8,1,0,0,17882,0.54,11,-0.23,2,82
CUST002353,47,207752,77602,43185,0.37,0.36,0,0,0,613846,0.03,2,-0.11,2,62
CUST002354,36,56552,11443,5824,0.2,0.48,0,0,0,92888,0.07,3,0.18,0,18
CUST002355,40,159254,28657,32655,0.18,0.32,1,0,0,386627,0.08,5,0.02,1,75
CUST002356,43,198004,40214,35241,0.2,0.2,2,0,0,178203,0.05,3,-0.09,1,40
CUST002357,30,79541,34788,34246,0.44,0.95,2,1,0,19431,0.48,14,-0.06,8,19
CUST002358,42,141686,24598,23388,0.17,0.53,0,0,0,319199,0.08,2,-0.07,0,38
CUST002359,54,104203,40393,34381,0.39,0.99,2,0,0,9706,0.67,21,-0.1,2,76
CUST002360,24,157935,41732,47301,0.26,0.61,0,1,0,98883,0.14,12,0.14,2,31
CUST002361,56,39314,8773,7182,0.22,0.6,0,0,0,43938,0.28,6,-0.08,0,110
CUST002362,33,212917,60412,23215,0.28,0.27,0,0,0,225753,0.15,5,0.0,0,26
CUST002363,25,42819,20822,15984,0.49,0.86,2,1,0,21357,0.44,10,-0.28,0,44
CUST002364,50,111807,23836,32133,0.21,0.6,3,1,0,146818,0.24,6,-0.02,0,77
CUST002365,57,98753,44780,24343,0.45,0.71,1,1,0,29193,0.61,10,-0.2,5,43
CUST002366,42,72485,8134,9501,0.11,0.55,0,0,0,81156,0.0,8,0.03,1,21
CUST002367,23,102515,28083,18147,0.27,0.39,0,1,0,226937,0.0,1,0.16,0,64
CUST002368,35,48182,27437,13342,0.57,0.9,4,1,0,27438,0.35,9,-0.14,1,89
CUST002369,34,171024,17723,27088,0.1,0.33,0,0,0,267325,0.19,8,0.03,1,31
CUST002370,42,123543,28035,28590,0.23,0.65,1,0,0,161119,0.52,7,0.0,2,104
CUST002371,32,46763,4465,5012,0.1,0.41,0,0,0,132327,0.01,5,0.09,1,106
CUST002372,25,52868,16587,2750,0.31,0.33,0,0,0,118976,0.05,1,-0.12,2,46
CUST002373,30,160450,60411,23066,0.38,0.47,2,0,0,284715,0.07,3,0.03,0,38
CUST002374,58,139348,21486,30679,0.15,0.23,0,0,0,282201,0.1,2,0.02,1,117
CUST002375,22,96858,13425,2905,0.14,0.36,0,0,0,346637,0.0,6,0.03,0,26
CUST002376,35,113681,15913,16951,0.14,0.2,0,0,0,277265,0.14,7,0.04,2,114
CUST002377,42,89478,22401,21350,0.25,0.7,1,0,0,123112,0.22,11,0.22,2,109
CUST002378,22,113626,20732,15213,0.18,0.22,0,0,0,167895,0.15,4,-0.04,1,23
CUST002379,22,106795,41463,57155,0.39,0.77,2,1,0,46305,0.35,21,-0.2,4,107
CUST002380,28,100112,21361,17090,0.21,0.43,0,0,0,284221,0.07,0,0.0,0,44
CUST002381,36,142609,32069,20246,0.22,0.4,1,0,0,399086,0.0,4,0.08,0,48
CUST002382,54,138696,45832,56432,0.33,0.45,1,0,0,51277,0.31,11,0.03,2,103
CUST002383,25,36931,13153,10068,0.36,0.76,3,1,0,21170,0.54,14,-0.26,4,16
CUST002384,29,42856,15946,8931,0.37,0.67,1,1,0,35186,0.47,8,-0.54,3,102
CUST002385,45,143108,25833,16765,0.18,0.41,0,0,0,312799,0.05,1,0.14,2,89
CUST002386,48,109107,21775,9401,0.2,0.45,0,0,0,173694,0.15,8,0.03,0,82
CUST002387,60,42785,20147,8928,0.47,0.81,3,1,1,13386,0.34,14,-0.1,2,76
CUST002388,39,37472,16832,12276,0.45,0.99,2,0,0,2423,0.41,14,0.22,6,102
CUST002389,24,118419,30280,27694,0.26,0.2,1,0,0,306234,0.17,6,0.08,1,81
CUST002390,53,82092,22985,39432,0.28,0.76,1,1,0,16006,0.47,11,-0.19,7,75
CUST002391,26,168382,54605,32752,0.32,0.33,0,0,0,418737,0.18,2,-0.11,0,101
CUST002392,60,68891,27571,15593,0.4,0.72,2,1,0,61145,0.21,8,-0.27,3,9
CUST002393,53,175701,42366,12331,0.24,0.37,0,0,0,300355,0.14,4,0.16,2,48
CUST002394,32,143010,38714,27905,0.27,0.39,0,0,0,318055,0.12,3,0.04,1,42
CUST002395,51,174706,49545,18493,0.28,0.47,3,0,0,405639,0.04,2,0.0,0,92
CUST002396,58,212275,67073,33304,0.32,0.19,1,0,0,592103,0.15,7,0.01,0,52
CUST002397,58,22797,10267,8531,0.45,0.8,2,1,0,10444,0.4,14,-0.34,3,84
CUST002398,33,106442,29619,16425,0.28,0.32,0,0,0,200118,0.13,2,0.09,0,58
CUST002399,40,143850,40454,4315,0.28,0.37,0,0,0,243909,0.0,2,0.01,1,55
CUST002400,44,189323,71197,33230,0.38,0.59,0,0,0,396227,0.25,4,-0.1,0,33
CUST002401,26,161524,29368,8910,0.18,0.42,0,0,0,250277,0.05,5,0.02,1,38
CUST002402,35,55785,4462,6287,0.08,0.58,1,0,0,109641,0.11,5,0.1,1,75
CUST002403,60,156700,46716,15594,0.3,0.22,0,1,0,450003,0.14,2,0.09,3,44
CUST002404,48,141341,27970,22273,0.2,0.48,0,0,0,331877,0.19,3,-0.01,1,53
CUST002405,41,125236,45472,46281,0.36,0.57,1,0,0,126628,0.26,12,0.01,3,35
CUST002406,49,114631,20466,16638,0.18,0.17,0,1,0,103193,0.18,2,-0.01,0,30
CUST002407,43,46605,15515,8184,0.33,0.64,0,1,0,40785,0.38,8,-0.23,1,116
CUST002408,53,188301,61585,17921,0.33,0.26,0,0,0,410956,0.17,5,-0.02,0,66
CUST002409,38,84701,31088,10954,0.37,0.37,0,1,0,95400,0.26,11,-0.45,1,119
CUST002410,25,55035,16226,9443,0.29,0.27,1,0,0,145419,0.07,3,0.21,0,47
CUST002411,42,131308,19931,10811,0.15,0.39,0,0,0,273232,0.21,2,0.01,0,26
CUST002412,38,203343,36998,25116,0.18,0.44,1,0,0,328304,0.08,4,-0.05,0,25
CUST002413,55,52227,34653,8869,0.66,0.94,2,0,1,43259,0.35,13,-0.44,6,117
CUST002414,40,135867,16847,36303,0.12,0.27,0,0,0,294034,0.09,0,-0.03,1,37
CUST002415,46,28117,10392,7211,0.37,0.48,4,1,0,43265,0.2,6,0.21,2,52
CUST002416,53,84133,13970,9785,0.17,0.44,0,0,0,75719,0.12,1,-0.04,1,98
CUST002417,35,112809,61165,47613,0.54,0.89,2,1,0,41571,0.45,16,-0.14,4,30
CUST002418,51,147876,65549,44820,0.44,0.65,2,0,0,171227,0.23,8,-0.02,0,30
CUST002419,50,47511,13200,16971,0.28,0.64,1,1,0,61184,0.21,9,0.08,0,44
CUST002420,33,154494,16818,23458,0.11,0.25,0,0,0,484105,0.07,5,0.01,2,55
CUST002421,49,191393,42381,20509,0.22,0.34,0,0,0,263905,0.0,1,0.04,0,110
CUST002422,29,78645,22919,13064,0.29,0.45,0,0,0,231986,0.04,4,0.07,0,74
CUST002423,21,217713,17417,27384,0.08,0.24,0,0,0,195941,0.13,1,0.09,0,64
CUST002424,42,134876,43312,30608,0.32,0.78,2,1,0,162576,0.09,11,-0.01,1,29
CUST002425,46,185929,35996,9502,0.19,0.49,0,0,0,304075,0.16,8,0.16,1,98
CUST002426,58,193787,35367,31248,0.18,0.25,0,0,0,362512,0.07,3,0.13,0,3
CUST002427,29,111573,56598,47955,0.51,0.53,0,1,0,172540,0.49,7,-0.07,4,20
CUST002428,59,204340,55170,45123,0.27,0.38,1,0,0,417073,0.2,5,-0.04,0,117
CUST002429,46,98531,25830,16731,0.26,0.23,2,0,0,337893,0.02,7,0.07,0,49
CUST002430,25,68650,30420,27132,0.44,0.87,2,1,1,33741,0.52,9,-0.42,1,69
CUST002431,27,194294,42914,12886,0.22,0.34,0,0,0,230092,0.15,4,0.17,1,43
CUST002432,40,40468,15854,9371,0.39,0.86,3,0,0,6856,0.47,10,-0.03,2,12
CUST002433,56,53404,13989,6887,0.26,0.4,0,0,0,101899,0.12,4,0.01,2,23
CUST002434,59,32035,11246,10659,0.35,0.67,0,0,0,31734,0.29,6,0.05,1,63
CUST002435,25,146159,18220,22942,0.12,0.39,0,0,0,253579,0.04,3,0.02,1,117
CUST002436,35,217902,60261,27031,0.28,0.18,0,0,0,392886,0.08,1,0.01,0,38
CUST002437,50,141639,34938,17300,0.25,0.36,0,0,0,339505,0.15,4,0.25,1,8
CUST002438,31,152704,53052,20659,0.35,0.39,1,0,0,519839,0.13,5,0.05,0,42
CUST002439,28,185627,48353,31429,0.26,0.3,0,0,0,293986,0.21,4,0.04,0,17
CUST002440,25,99127,24033,10084,0.24,0.31,0,0,0,242212,0.16,5,-0.04,0,50
CUST002441,34,158298,27701,15393,0.17,0.19,1,0,0,377179,0.06,4,0.05,1,40
CUST002442,51,106346,33378,34151,0.31,0.69,0,0,0,92717,0.38,12,-0.03,0,21
CUST002443,53,145312,62806,43662,0.43,0.43,0,0,0,162270,0.25,10,-0.08,2,92
CUST002444,21,161845,32657,36425,0.2,0.5,0,0,0,474685,0.05,3,0.1,1,19
CUST002445,46,109707,27462,18212,0.25,0.3,0,0,0,114893,0.02,5,-0.02,2,78
CUST002446,57,173701,43087,22322,0.25,0.45,1,0,0,273592,0.06,3,0.14,0,113
CUST002447,57,68882,19188,3822,0.28,0.29,1,0,0,130620,0.0,8,0.25,0,6
CUST002448,50,122974,17628,27360,0.14,0.46,2,1,0,380197,0.16,3,0.09,0,45
CUST002449,32,110309,25658,19381,0.23,0.49,0,0,0,121390,0.01,8,0.25,1,54
CUST002450,60,158266,47062,20941,0.3,0.08,0,0,0,442359,0.05,11,-0.09,2,94
CUST002451,32,194059,38212,32739,0.2,0.45,0,0,0,273058,0.05,4,0.13,0,90
CUST002452,23,86400,16896,11200,0.2,0.38,0,0,0,200589,0.06,4,0.02,1,31
CUST002453,55,219760,55989,31411,0.25,0.39,0,0,0,448992,0.12,3,0.25,0,38
CUST002454,34,82682,40360,20122,0.49,0.8,4,0,1,60278,0.42,15,-0.39,4,117
CUST002455,56,141660,17473,25813,0.12,0.24,0,0,0,241472,0.16,2,0.08,1,16
CUST002456,27,130462,13274,25913,0.1,0.54,0,0,0,236024,0.11,3,-0.11,1,65
CUST002457,31,99361,32885,21803,0.33,0.33,0,0,0,156234,0.15,2,0.01,2,33
CUST002458,50,64187,15547,6449,0.24,0.25,0,0,0,113497,0.09,4,-0.04,1,4
CUST002459,50,115087,34951,28629,0.3,0.48,2,0,0,92871,0.26,6,-0.19,1,49
CUST002460,33,34902,8502,6993,0.24,0.68,1,0,0,32416,0.38,9,0.13,6,51
CUST002461,28,80777,15189,7437,0.19,0.23,0,0,0,229289,0.01,2,-0.07,0,91
CUST002462,50,165941,47300,12261,0.29,0.22,0,0,0,474173,0.03,3,-0.04,1,63
CUST002463,56,108515,12742,13330,0.12,0.25,0,0,0,222324,0.12,5,0.05,0,85
CUST002464,49,148414,43493,46294,0.29,0.52,2,0,0,173889,0.27,10,-0.1,4,18
CUST002465,31,29735,9832,2961,0.33,0.65,2,1,0,20749,0.47,6,-0.01,1,22
CUST002466,32,57545,10499,12852,0.18,0.56,1,1,0,42226,0.4,7,0.07,1,38
CUST002467,46,65338,7872,11894,0.12,0.3,0,1,0,185818,0.03,6,-0.0,1,22
CUST002468,21,96631,38331,25438,0.4,0.66,0,0,0,112571,0.27,6,-0.04,0,87
CUST002469,43,101799,28508,12416,0.28,0.38,0,0,0,160263,0.09,3,-0.02,0,23
CUST002470,55,140882,44844,32655,0.32,0.68,2,1,0,158991,0.2,2,-0.38,0,28
CUST002471,54,51946,17189,9908,0.33,0.42,0,0,0,57733,0.32,8,-0.09,0,83
CUST002472,40,58740,16634,13184,0.28,0.27,0,0,0,119975,0.07,5,0.04,1,57
CUST002473,24,123931,43168,40151,0.35,0.77,1,0,0,77254,0.18,9,0.13,1,99
CUST002474,36,87531,35417,26703,0.4,0.41,0,0,0,81172,0.22,8,-0.17,3,48
CUST002475,22,52325,16488,5535,0.32,0.48,0,0,0,163332,0.2,0,0.19,2,54
CUST002476,42,43185,22753,23183,0.53,0.81,1,1,0,11095,0.7,15,-0.12,5,106
CUST002477,25,50323,16474,10047,0.33,0.71,2,0,0,26827,0.35,6,-0.3,1,29
CUST002478,31,68790,13502,16572,0.2,0.46,1,0,0,64243,0.28,7,-0.1,2,93
CUST002479,53,130758,22613,21824,0.17,0.46,0,0,0,250381,0.18,1,0.05,0,14
CUST002480,33,99295,24396,6656,0.25,0.2,1,0,0,106669,0.16,4,-0.03,0,80
CUST002481,46,33834,15026,13646,0.44,0.74,1,0,0,10344,0.47,11,-0.25,1,55
CUST002482,27,129768,33657,19728,0.26,0.14,0,0,0,310269,0.24,3,0.07,0,46
CUST002483,46,127900,27538,15506,0.22,0.31,0,1,0,179395,0.1,7,-0.02,0,84
CUST002484,34,102696,16775,19187,0.16,0.42,1,0,0,155323,0.03,2,0.13,1,59
CUST002485,38,208554,25297,39819,0.12,0.24,0,0,0,460749,0.07,4,0.04,0,84
CUST002486,25,102294,29640,13900,0.29,0.36,1,0,0,219157,0.04,5,-0.16,1,114
CUST002487,59,71689,19568,10331,0.27,0.27,0,0,0,164626,0.09,2,-0.04,0,64
CUST002488,57,91044,29132,19593,0.32,0.49,1,0,0,66990,0.34,6,0.02,3,22
CUST002489,59,100689,45406,34006,0.45,0.78,3,0,1,15287,0.6,18,-0.23,1,42
CUST002490,29,70961,30045,20296,0.42,0.6,1,0,0,54686,0.39,8,0.01,3,43
CUST002491,41,151387,42285,56653,0.28,0.57,0,0,1,118122,0.37,9,-0.01,2,109
CUST002492,22,198363,49461,43517,0.25,0.32,0,0,0,320318,0.12,5,-0.07,0,78
CUST002493,53,105928,20604,10568,0.19,0.23,0,1,0,191336,0.09,7,0.02,0,82
CUST002494,21,50560,9156,11037,0.18,0.39,0,0,0,112871,0.12,3,-0.05,0,30
CUST002495,28,86969,31792,23212,0.37,0.61,0,0,0,107330,0.39,7,-0.07,4,40
CUST002496,36,45811,19372,11377,0.42,0.61,3,0,0,49359,0.28,5,-0.14,2,80
CUST002497,44,122755,25121,13674,0.2,0.42,0,0,0,166512,0.25,2,0.05,1,64
CUST002498,45,213306,51955,27424,0.24,0.38,0,0,0,376286,0.02,3,0.08,0,27
CUST002499,59,131164,36478,27234,0.28,0.39,0,0,0,284803,0.21,5,-0.04,0,57
