customer_id,window_end_day,sequence_risk_score,sequence_window_count
CUST001962,47,0.1031,29
CUST001963,47,0.4632,29
CUST001964,47,0.4081,29
CUST001965,47,0.1006,29
CUST001966,47,0.1218,29
CUST001967,47,0.2683,29
CUST001968,47,0.1207,29
CUST001969,47,0.2072,29
CUST001970,47,0.1037,29
CUST001971,47,0.1029,29
CUST001972,47,0.1465,29
CUST001973,47,0.1619,29
CUST001974,47,0.2367,29
CUST001975,47,0.4528,29
CUST001976,47,0.1513,29
CUST001977,47,0.1,29
CUST001978,47,0.1165,29
CUST001979,47,0.0614,29
CUST001980,47,0.078,29
CUST001981,47,0.3977,29
CUST001982,47,0.1057,29
CUST001983,47,0.1101,29
CUST001984,47,0.1747,29
CUST001985,47,0.1013,29
CUST001986,47,0.2068,29
CUST001987,47,0.078,29
CUST001988,47,0.0791,29
CUST001989,47,0.0653,29
CUST001990,47,0.2349,29
CUST001991,47,0.3082,29
CUST001992,47,0.1298,29
CUST001993,47,0.1741,29
CUST001994,47,0.3049,29
CUST001995,47,0.1551,29
CUST001996,47,0.102,29
CUST001997,47,0.2984,29
CUST001998,47,0.1603,29
CUST001999,47,0.0975,29
CUST002000,47,0.4106,29
CUST002001,47,0.2657,29
CUST002002,47,0.1916,29
CUST002003,47,0.1112,29
CUST002004,47,0.1544,29
CUST002005,47,0.3607,29
CUST002006,47,0.1159,29
CUST002007,47,0.2804,29
CUST002008,47,0.1278,29
CUST002009,47,0.1378,29
CUST002010,47,0.2155,29
CUST002011,47,0.2421,29
CUST002012,47,0.1149,29
CUST002013,47,0.1361,29
CUST002014,47,0.2544,29
CUST002015,47,0.2922,29
CUST002016,47,0.11,29
CUST002017,47,0.2818,29
CUST002018,47,0.1073,29
CUST002019,47,0.2491,29
CUST002020,47,0.2516,29
CUST002021,47,0.1437,29
CUST002022,47,0.0902,29
CUST002023,47,0.1069,29
CUST002024,47,0.3013,29
CUST002025,47,0.1017,29
CUST002026,47,0.2662,29
CUST002027,47,0.3089,29
CUST002028,47,0.1662,29
CUST002029,47,0.1077,29
CUST002030,47,0.407,29
CUST002031,47,0.1747,29
CUST002032,47,0.2833,29
CUST002033,47,0.449,29
CUST002034,47,0.2663,29
CUST002035,47,0.044,29
CUST002036,47,0.2881,29
CUST002037,47,0.1205,29
CUST002038,47,0.4967,29
CUST002039,47,0.421,29
CUST002040,47,0.1087,29
CUST002041,47,0.067,29
CUST002042,47,0.1049,29
CUST002043,47,0.086,29
CUST002044,47,0.2689,29
CUST002045,47,0.2122,29
CUST002046,47,0.3979,29
CUST002047,47,0.1161,29
CUST002048,47,0.0995,29
CUST002049,47,0.0716,29
CUST002050,47,0.2789,29
CUST002051,47,0.3433,29
CUST002052,47,0.1252,29
CUST002053,47,0.067,29
CUST002054,47,0.1744,29
CUST002055,47,0.3123,29
CUST002056,47,0.0917,29
CUST002057,47,0.1052,29
CUST002058,47,0.4106,29
CUST002059,47,0.4148,29
CUST002060,47,0.0979,29
CUST002061,47,0.2792,29
CUST002062,47,0.3809,29
CUST002063,47,0.3021,29
CUST002064,47,0.2111,29
CUST002065,47,0.2135,29
CUST002066,47,0.1079,29
CUST002067,47,0.0865,29
CUST002068,47,0.1817,29
CUST002069,47,0.2814,29
CUST002070,47,0.2505,29
CUST002071,47,0.2978,29
CUST002072,47,0.1103,29
CUST002073,47,0.4017,29
CUST002074,47,0.1487,29
CUST002075,47,0.2971,29
CUST002076,47,0.1875,29
CUST002077,47,0.0799,29
CUST002078,47,0.1624,29
CUST002079,47,0.4376,29
CUST002080,47,0.1077,29
CUST002081,47,0.1064,29
CUST002082,47,0.0976,29
CUST002083,47,0.4021,29
CUST002084,47,0.1946,29
CUST002085,47,0.3904,29
CUST002086,47,0.2724,29
CUST002087,47,0.2576,29
CUST002088,47,0.3704,29
CUST002089,47,0.2907,29
CUST002090,47,0.1209,29
CUST002091,47,0.119,29
CUST002092,47,0.1846,29
CUST002093,47,0.1815,29
CUST002094,47,0.2786,29
CUST002095,47,0.125,29
CUST002096,47,0.1017,29
CUST002097,47,0.2298,29
CUST002098,47,0.1676,29
CUST002099,47,0.092,29
CUST002100,47,0.4445,29
CUST002101,47,0.0502,29
CUST002102,47,0.2165,29
CUST002103,47,0.277,29
CUST002104,47,0.1006,29
CUST002105,47,0.1094,29
CUST002106,47,0.0878,29
CUST002107,47,0.0722,29
CUST002108,47,0.1712,29
CUST002109,47,0.1647,29
CUST002110,47,0.2072,29
CUST002111,47,0.2266,29
CUST002112,47,0.41,29
CUST002113,47,0.207,29
CUST002114,47,0.0956,29
CUST002115,47,0.3714,29
CUST002116,47,0.3581,29
CUST002117,47,0.2281,29
CUST002118,47,0.2289,29
CUST002119,47,0.1891,29
CUST002120,47,0.4151,29
CUST002121,47,0.2278,29
CUST002122,47,0.5181,29
CUST002123,47,0.3088,29
CUST002124,47,0.1243,29
CUST002125,47,0.1015,29
CUST002126,47,0.4629,29
CUST002127,47,0.1747,29
CUST002128,47,0.1028,29
CUST002129,47,0.0821,29
CUST002130,47,0.2466,29
CUST002131,47,0.3047,29
CUST002132,47,0.1244,29
CUST002133,47,0.3028,29
CUST002134,47,0.1261,29
CUST002135,47,0.1173,29
CUST002136,47,0.1614,29
CUST002137,47,0.2543,29
CUST002138,47,0.063,29
CUST002139,47,0.1114,29
CUST002140,47,0.1102,29
CUST002141,47,0.067,29
CUST002142,47,0.1169,29
CUST002143,47,0.2104,29
CUST002144,47,0.3933,29
CUST002145,47,0.1757,29
CUST002146,47,0.1685,29
CUST002147,47,0.0894,29
CUST002148,47,0.0809,29
CUST002149,47,0.1586,29
CUST002150,47,0.1313,29
CUST002151,47,0.2871,29
CUST002152,47,0.1063,29
CUST002153,47,0.2771,29
CUST002154,47,0.1201,29
CUST002155,47,0.208,29
CUST002156,47,0.1251,29
CUST002157,47,0.0833,29
CUST002158,47,0.1221,29
CUST002159,47,0.1195,29
CUST002160,47,0.2004,29
CUST002161,47,0.1379,29
CUST002162,47,0.0967,29
CUST002163,47,0.1046,29
CUST002164,47,0.1492,29
CUST002165,47,0.2188,29
CUST002166,47,0.0759,29
CUST002167,47,0.2461,29
CUST002168,47,0.1616,29
CUST002169,47,0.1056,29
CUST002170,47,0.0897,29
CUST002171,47,0.1613,29
CUST002172,47,0.1246,29
CUST002173,47,0.0968,29
CUST002174,47,0.1828,29
CUST002175,47,0.3516,29
CUST002176,47,0.3137,29
CUST002177,47,0.1966,29
CUST002178,47,0.1735,29
CUST002179,47,0.1139,29
CUST002180,47,0.1592,29
CUST002181,47,0.099,29
CUST002182,47,0.1663,29
CUST002183,47,0.1482,29
CUST002184,47,0.1148,29
CUST002185,47,0.1864,29
CUST002186,47,0.0892,29
CUST002187,47,0.3773,29
CUST002188,47,0.126,29
CUST002189,47,0.3749,29
CUST002190,47,0.0756,29
CUST002191,47,0.2108,29
CUST002192,47,0.1092,29
CUST002193,47,0.1074,29
CUST002194,47,0.3752,29
CUST002195,47,0.3021,29
CUST002196,47,0.1017,29
CUST002197,47,0.104,29
CUST002198,47,0.1763,29
CUST002199,47,0.1061,29
CUST002200,47,0.1485,29
CUST002201,47,0.1862,29
CUST002202,47,0.1763,29
CUST002203,47,0.0995,29
CUST002204,47,0.2923,29
CUST002205,47,0.1195,29
CUST002206,47,0.1697,29
CUST002207,47,0.1654,29
CUST002208,47,0.0898,29
CUST002209,47,0.1576,29
CUST002210,47,0.1883,29
CUST002211,47,0.1051,29
CUST002212,47,0.1602,29
CUST002213,47,0.103,29
CUST002214,47,0.3121,29
CUST002215,47,0.1143,29
CUST002216,47,0.2809,29
CUST002217,47,0.1697,29
CUST002218,47,0.3026,29
CUST002219,47,0.1193,29
CUST002220,47,0.1107,29
CUST002221,47,0.0851,29
CUST002222,47,0.1359,29
CUST002223,47,0.1907,29
CUST002224,47,0.355,29
CUST002225,47,0.3634,29
CUST002226,47,0.3108,29
CUST002227,47,0.2653,29
CUST002228,47,0.1363,29
CUST002229,47,0.2583,29
CUST002230,47,0.1582,29
CUST002231,47,0.1711,29
CUST002232,47,0.1354,29
CUST002233,47,0.1454,29
CUST002234,47,0.0892,29
CUST002235,47,0.1154,29
CUST002236,47,0.1034,29
CUST002237,47,0.2977,29
CUST002238,47,0.234,29
CUST002239,47,0.0698,29
CUST002240,47,0.1682,29
CUST002241,47,0.1122,29
CUST002242,47,0.0858,29
CUST002243,47,0.1026,29
CUST002244,47,0.0612,29
CUST002245,47,0.4366,29
CUST002246,47,0.1494,29
CUST002247,47,0.3064,29
CUST002248,47,0.1755,29
CUST002249,47,0.1675,29
CUST002250,47,0.1105,29
CUST002251,47,0.0868,29
CUST002252,47,0.1111,29
CUST002253,47,0.11,29
CUST002254,47,0.1068,29
CUST002255,47,0.1084,29
CUST002256,47,0.0476,29
CUST002257,47,0.1459,29
CUST002258,47,0.1115,29
CUST002259,47,0.1149,29
CUST002260,47,0.0748,29
CUST002261,47,0.2937,29
CUST002262,47,0.1712,29
CUST002263,47,0.1284,29
CUST002264,47,0.0991,29
CUST002265,47,0.1117,29
CUST002266,47,0.1785,29
CUST002267,47,0.1136,29
CUST002268,47,0.1246,29
CUST002269,47,0.1174,29
CUST002270,47,0.112,29
CUST002271,47,0.3019,29
CUST002272,47,0.2126,29
CUST002273,47,0.1136,29
CUST002274,47,0.1176,29
CUST002275,47,0.1124,29
CUST002276,47,0.1481,29
CUST002277,47,0.1725,29
CUST002278,47,0.1021,29
CUST002279,47,0.1357,29
CUST002280,47,0.1476,29
CUST002281,47,0.061,29
CUST002282,47,0.1052,29
CUST002283,47,0.0987,29
CUST002284,47,0.3573,29
CUST002285,47,0.1061,29
CUST002286,47,0.1312,29
CUST002287,47,0.3737,29
CUST002288,47,0.1006,29
CUST002289,47,0.2509,29
CUST002290,47,0.0846,29
CUST002291,47,0.2176,29
CUST002292,47,0.2238,29
CUST002293,47,0.1273,29
CUST002294,47,0.252,29
CUST002295,47,0.076,29
CUST002296,47,0.0811,29
CUST002297,47,0.1476,29
CUST002298,47,0.3662,29
CUST002299,47,0.2475,29
CUST002300,47,0.2179,29
CUST002301,47,0.093,29
CUST002302,47,0.108,29
CUST002303,47,0.2895,29
CUST002304,47,0.3021,29
CUST002305,47,0.1974,29
CUST002306,47,0.1618,29
CUST002307,47,0.2823,29
CUST002308,47,0.0741,29
CUST002309,47,0.109,29
CUST002310,47,0.1005,29
CUST002311,47,0.1358,29
CUST002312,47,0.232,29
CUST002313,47,0.2612,29
CUST002314,47,0.0922,29
CUST002315,47,0.0995,29
CUST002316,47,0.102,29
CUST002317,47,0.0791,29
CUST002318,47,0.1043,29
CUST002319,47,0.1151,29
CUST002320,47,0.1541,29
CUST002321,47,0.3043,29
CUST002322,47,0.1082,29
CUST002323,47,0.1446,29
CUST002324,47,0.238,29
CUST002325,47,0.1229,29
CUST002326,47,0.1797,29
CUST002327,47,0.106,29
CUST002328,47,0.0645,29
CUST002329,47,0.101,29
CUST002330,47,0.1191,29
CUST002331,47,0.3091,29
CUST002332,47,0.2154,29
CUST002333,47,0.1272,29
CUST002334,47,0.1377,29
CUST002335,47,0.1684,29
CUST002336,47,0.1015,29
CUST002337,47,0.1556,29
CUST002338,47,0.2902,29
CUST002339,47,0.2946,29
CUST002340,47,0.3673,29
CUST002341,47,0.1003,29
CUST002342,47,0.1246,29
CUST002343,47,0.3059,29
CUST002344,47,0.1791,29
CUST002345,47,0.4494,29
CUST002346,47,0.054,29
CUST002347,47,0.115,29
CUST002348,47,0.4263,29
CUST002349,47,0.0785,29
CUST002350,47,0.1166,29
CUST002351,47,0.1862,29
CUST002352,47,0.3479,29
CUST002353,47,0.1553,29
CUST002354,47,0.1192,29
CUST002355,47,0.0952,29
CUST002356,47,0.1137,29
CUST002357,47,0.2159,29
CUST002358,47,0.1531,29
CUST002359,47,0.2267,29
CUST002360,47,0.2638,29
CUST002361,47,0.1654,29
CUST002362,47,0.1183,29
CUST002363,47,0.2424,29
CUST002364,47,0.3929,29
CUST002365,47,0.5174,29
CUST002366,47,0.1449,29
CUST002367,47,0.2438,29
CUST002368,47,0.2129,29
CUST002369,47,0.0953,29
CUST002370,47,0.1966,29
CUST002371,47,0.1052,29
CUST002372,47,0.0876,29
CUST002373,47,0.1306,29
CUST002374,47,0.1332,29
CUST002375,47,0.0719,29
CUST002376,47,0.0931,29
CUST002377,47,0.1916,29
CUST002378,47,0.1087,29
CUST002379,47,0.4243,29
CUST002380,47,0.1156,29
CUST002381,47,0.1092,29
CUST002382,47,0.1534,29
CUST002383,47,0.2305,29
CUST002384,47,0.4005,29
CUST002385,47,0.1221,29
CUST002386,47,0.1211,29
CUST002387,47,0.3064,29
CUST002388,47,0.3978,29
CUST002389,47,0.0926,29
CUST002390,47,0.2157,29
CUST002391,47,0.1069,29
CUST002392,47,0.2093,29
CUST002393,47,0.112,29
CUST002394,47,0.1144,29
CUST002395,47,0.1433,29
CUST002396,47,0.0367,29
CUST002397,47,0.2348,29
CUST002398,47,0.1237,29
CUST002399,47,0.0978,29
CUST002400,47,0.324,29
CUST002401,47,0.1406,29
CUST002402,47,0.1109,29
CUST002403,47,0.1062,29
CUST002404,47,0.126,29
CUST002405,47,0.1532,29
CUST002406,47,0.1256,29
CUST002407,47,0.2042,29
CUST002408,47,0.1057,29
CUST002409,47,0.1117,29
CUST002410,47,0.1071,29
CUST002411,47,0.1085,29
CUST002412,47,0.162,29
CUST002413,47,0.3115,29
CUST002414,47,0.1026,29
CUST002415,47,0.3251,29
CUST002416,47,0.1497,29
CUST002417,47,0.3031,29
CUST002418,47,0.1754,29
CUST002419,47,0.2861,29
CUST002420,47,0.0923,29
CUST002421,47,0.1066,29
CUST002422,47,0.1197,29
CUST002423,47,0.117,29
CUST002424,47,0.2628,29
CUST002425,47,0.1223,29
CUST002426,47,0.0809,29
CUST002427,47,0.2558,29
CUST002428,47,0.1308,29
CUST002429,47,0.102,29
CUST002430,47,0.2374,29
CUST002431,47,0.1041,29
CUST002432,47,0.304,29
CUST002433,47,0.115,29
CUST002434,47,0.2756,29
CUST002435,47,0.1074,29
CUST002436,47,0.0959,29
CUST002437,47,0.063,29
CUST002438,47,0.1335,29
CUST002439,47,0.0959,29
CUST002440,47,0.1217,29
CUST002441,47,0.0995,29
CUST002442,47,0.1709,29
CUST002443,47,0.2212,29
CUST002444,47,0.1106,29
CUST002445,47,0.139,29
CUST002446,47,0.1261,29
CUST002447,47,0.0888,29
CUST002448,47,0.3345,29
CUST002449,47,0.1801,29
CUST002450,47,0.0705,29
CUST002451,47,0.1666,29
CUST002452,47,0.1442,29
CUST002453,47,0.1005,29
CUST002454,47,0.3999,29
CUST002455,47,0.1091,29
CUST002456,47,0.1315,29
CUST002457,47,0.1142,29
CUST002458,47,0.0449,29
CUST002459,47,0.1822,29
CUST002460,47,0.6094,29
CUST002461,47,0.1173,29
CUST002462,47,0.0849,29
CUST002463,47,0.0817,29
CUST002464,47,0.3774,29
CUST002465,47,0.257,29
CUST002466,47,0.2579,29
CUST002467,47,0.1041,29
CUST002468,47,0.2542,29
CUST002469,47,0.1052,29
CUST002470,47,0.4359,29
CUST002471,47,0.161,29
CUST002472,47,0.1019,29
CUST002473,47,0.2286,29
CUST002474,47,0.194,29
CUST002475,47,0.1317,29
CUST002476,47,0.307,29
CUST002477,47,0.176,29
CUST002478,47,0.1639,29
CUST002479,47,0.1544,29
CUST002480,47,0.0941,29
CUST002481,47,0.1448,29
CUST002482,47,0.1172,29
CUST002483,47,0.0956,29
CUST002484,47,0.1126,29
CUST002485,47,0.0885,29
CUST002486,47,0.2097,29
CUST002487,47,0.1084,29
CUST002488,47,0.1712,29
CUST002489,47,0.2422,29
CUST002490,47,0.2951,29
CUST002491,47,0.4488,29
CUST002492,47,0.0982,29
CUST002493,47,0.0972,29
CUST002494,47,0.1016,29
CUST002495,47,0.2277,29
CUST002496,47,0.1828,29
CUST002497,47,0.1128,29
CUST002498,47,0.1104,29
CUST002499,47,0.0971,29
CUST002500,47,0.1654,29
CUST002501,47,0.1199,29
CUST002502,47,0.3865,29
CUST002503,47,0.1191,29
CUST002504,47,0.286,29
CUST002505,47,0.3793,29
CUST002506,47,0.107,29
CUST002507,47,0.0935,29
CUST002508,47,0.1104,29
CUST002509,47,0.1351,29
CUST002510,47,0.0963,29
CUST002511,47,0.1084,29
CUST002512,47,0.1121,29
CUST002513,47,0.105,29
CUST002514,47,0.1003,29
CUST002515,47,0.1185,29
CUST002516,47,0.3628,29
CUST002517,47,0.1747,29
CUST002518,47,0.2361,29
CUST002519,47,0.1682,29
CUST002520,47,0.1067,29
CUST002521,47,0.1118,29
CUST002522,47,0.1351,29
CUST002523,47,0.2216,29
CUST002524,47,0.2971,29
CUST002525,47,0.4674,29
CUST002526,47,0.0833,29
CUST002527,47,0.0914,29
CUST002528,47,0.1464,29
CUST002529,47,0.5403,29
CUST002530,47,0.1076,29
CUST002531,47,0.2853,29
CUST002532,47,0.1465,29
CUST002533,47,0.4852,29
CUST002534,47,0.2643,29
CUST002535,47,0.3824,29
CUST002536,47,0.1025,29
CUST002537,47,0.3176,29
CUST002538,47,0.0904,29
CUST002539,47,0.1217,29
CUST002540,47,0.1094,29
CUST002541,47,0.4477,29
CUST002542,47,0.0764,29
CUST002543,47,0.4499,29
CUST002544,47,0.303,29
CUST002545,47,0.1094,29
CUST002546,47,0.1116,29
CUST002547,47,0.1451,29
CUST002548,47,0.1132,29
CUST002549,47,0.1234,29
CUST002550,47,0.1116,29
CUST002551,47,0.0935,29
CUST002552,47,0.1056,29
CUST002553,47,0.2937,29
CUST002554,47,0.0971,29
CUST002555,47,0.1531,29
CUST002556,47,0.3791,29
CUST002557,47,0.11,29
CUST002558,47,0.2644,29
CUST002559,47,0.1395,29
CUST002560,47,0.1096,29
CUST002561,47,0.1667,29
CUST002562,47,0.1121,29
CUST002563,47,0.2179,29
CUST002564,47,0.1151,29
CUST002565,47,0.2532,29
CUST002566,47,0.1713,29
CUST002567,47,0.3911,29
CUST002568,47,0.1474,29
CUST002569,47,0.1072,29
CUST002570,47,0.2265,29
CUST002571,47,0.112,29
CUST002572,47,0.1449,29
CUST002573,47,0.1196,29
CUST002574,47,0.1363,29
CUST002575,47,0.1667,29
CUST002576,47,0.1731,29
CUST002577,47,0.1195,29
CUST002578,47,0.1859,29
CUST002579,47,0.144,29
CUST002580,47,0.2631,29
CUST002581,47,0.1068,29
CUST002582,47,0.3187,29
CUST002583,47,0.2445,29
CUST002584,47,0.3837,29
CUST002585,47,0.4007,29
CUST002586,47,0.1343,29
CUST002587,47,0.5244,29
CUST002588,47,0.0847,29
CUST002589,47,0.2439,29
CUST002590,47,0.123,29
CUST002591,47,0.0732,29
CUST002592,47,0.2465,29
CUST002593,47,0.0831,29
CUST002594,47,0.2546,29
CUST002595,47,0.2336,29
CUST002596,47,0.1697,29
CUST002597,47,0.0779,29
CUST002598,47,0.1075,29
CUST002599,47,0.1313,29
CUST002600,47,0.1287,29
CUST002601,47,0.0963,29
CUST002602,47,0.1801,29
CUST002603,47,0.31,29
CUST002604,47,0.1207,29
CUST002605,47,0.2223,29
CUST002606,47,0.3529,29
CUST002607,47,0.2748,29
CUST002608,47,0.1319,29
CUST002609,47,0.2255,29
CUST002610,47,0.1382,29
CUST002611,47,0.3721,29
CUST002612,47,0.0588,29
CUST002613,47,0.1131,29
CUST002614,47,0.0995,29
CUST002615,47,0.156,29
CUST002616,47,0.4574,29
CUST002617,47,0.1241,29
CUST002618,47,0.107,29
CUST002619,47,0.2542,29
CUST002620,47,0.0788,29
CUST002621,47,0.4937,29
CUST002622,47,0.2233,29
CUST002623,47,0.1121,29
CUST002624,47,0.36,29
CUST002625,47,0.1904,29
CUST002626,47,0.2459,29
CUST002627,47,0.204,29
CUST002628,47,0.1098,29
CUST002629,47,0.2381,29
CUST002630,47,0.1756,29
CUST002631,47,0.2623,29
CUST002632,47,0.1263,29
CUST002633,47,0.0644,29
CUST002634,47,0.1161,29
CUST002635,47,0.2529,29
CUST002636,47,0.0988,29
CUST002637,47,0.1128,29
CUST002638,47,0.1215,29
CUST002639,47,0.1045,29
CUST002640,47,0.1174,29
CUST002641,47,0.2333,29
CUST002642,47,0.2154,29
CUST002643,47,0.2415,29
CUST002644,47,0.1082,29
CUST002645,47,0.1023,29
CUST002646,47,0.1739,29
CUST002647,47,0.1754,29
CUST002648,47,0.2986,29
CUST002649,47,0.2176,29
CUST002650,47,0.0895,29
CUST002651,47,0.3743,29
CUST002652,47,0.183,29
CUST002653,47,0.0782,29
CUST002654,47,0.2959,29
CUST002655,47,0.101,29
CUST002656,47,0.2208,29
CUST002657,47,0.0905,29
CUST002658,47,0.1162,29
CUST002659,47,0.374,29
CUST002660,47,0.0782,29
CUST002661,47,0.1128,29
CUST002662,47,0.2248,29
CUST002663,47,0.1176,29
CUST002664,47,0.0982,29
CUST002665,47,0.1003,29
CUST002666,47,0.1069,29
CUST002667,47,0.257,29
CUST002668,47,0.3514,29
CUST002669,47,0.1718,29
CUST002670,47,0.4267,29
CUST002671,47,0.2337,29
CUST002672,47,0.4853,29
CUST002673,47,0.1357,29
CUST002674,47,0.2717,29
CUST002675,47,0.1387,29
CUST002676,47,0.1077,29
CUST002677,47,0.2681,29
CUST002678,47,0.1434,29
CUST002679,47,0.1383,29
CUST002680,47,0.2571,29
CUST002681,47,0.3588,29
CUST002682,47,0.1173,29
CUST002683,47,0.1225,29
CUST002684,47,0.0399,29
CUST002685,47,0.1156,29
CUST002686,47,0.3604,29
CUST002687,47,0.4034,29
CUST002688,47,0.1805,29
CUST002689,47,0.123,29
CUST002690,47,0.3552,29
CUST002691,47,0.0965,29
CUST002692,47,0.2931,29
CUST002693,47,0.2598,29
CUST002694,47,0.1249,29
CUST002695,47,0.1114,29
CUST002696,47,0.1568,29
CUST002697,47,0.1201,29
CUST002698,47,0.1047,29
CUST002699,47,0.143,29
CUST002700,47,0.2307,29
CUST002701,47,0.3776,29
CUST002702,47,0.09,29
CUST002703,47,0.1146,29
CUST002704,47,0.2003,29
CUST002705,47,0.1429,29
CUST002706,47,0.1216,29
CUST002707,47,0.1296,29
CUST002708,47,0.368,29
CUST002709,47,0.1098,29
CUST002710,47,0.5023,29
CUST002711,47,0.1104,29
CUST002712,47,0.1064,29
CUST002713,47,0.1133,29
CUST002714,47,0.0791,29
CUST002715,47,0.3933,29
CUST002716,47,0.2948,29
CUST002717,47,0.102,29
CUST002718,47,0.1092,29
CUST002719,47,0.0961,29
CUST002720,47,0.1304,29
CUST002721,47,0.3044,29
CUST002722,47,0.1527,29
CUST002723,47,0.0678,29
CUST002724,47,0.0671,29
CUST002725,47,0.1037,29
CUST002726,47,0.102,29
CUST002727,47,0.2128,29
CUST002728,47,0.0907,29
CUST002729,47,0.1671,29
CUST002730,47,0.1128,29
CUST002731,47,0.106,29
CUST002732,47,0.1126,29
CUST002733,47,0.4099,29
CUST002734,47,0.1155,29
CUST002735,47,0.0857,29
CUST002736,47,0.2058,29
CUST002737,47,0.1094,29
CUST002738,47,0.1066,29
CUST002739,47,0.2167,29
CUST002740,47,0.0952,29
CUST002741,47,0.1087,29
CUST002742,47,0.1574,29
CUST002743,47,0.4051,29
CUST002744,47,0.2236,29
CUST002745,47,0.084,29
CUST002746,47,0.0915,29
CUST002747,47,0.4145,29
CUST002748,47,0.1272,29
CUST002749,47,0.0971,29
CUST002750,47,0.2367,29
CUST002751,47,0.0982,29
CUST002752,47,0.1676,29
CUST002753,47,0.2918,29
CUST002754,47,0.1089,29
CUST002755,47,0.0963,29
CUST002756,47,0.2621,29
CUST002757,47,0.4157,29
CUST002758,47,0.2209,29
CUST002759,47,0.0927,29
CUST002760,47,0.3,29
CUST002761,47,0.1533,29
CUST002762,47,0.1885,29
CUST002763,47,0.1035,29
CUST002764,47,0.3162,29
CUST002765,47,0.4464,29
CUST002766,47,0.1536,29
CUST002767,47,0.1307,29
CUST002768,47,0.0619,29
CUST002769,47,0.1525,29
CUST002770,47,0.1114,29
CUST002771,47,0.5143,29
CUST002772,47,0.3736,29
CUST002773,47,0.3666,29
CUST002774,47,0.2923,29
CUST002775,47,0.1062,29
CUST002776,47,0.2991,29
CUST002777,47,0.1079,29
CUST002778,47,0.524,29
CUST002779,47,0.476,29
CUST002780,47,0.3147,29
CUST002781,47,0.2251,29
CUST002782,47,0.3997,29
CUST002783,47,0.0745,29
CUST002784,47,0.1174,29
CUST002785,47,0.2378,29
CUST002786,47,0.1078,29
CUST002787,47,0.1101,29
CUST002788,47,0.1041,29
CUST002789,47,0.2555,29
CUST002790,47,0.1777,29
CUST002791,47,0.2713,29
CUST002792,47,0.07,29
CUST002793,47,0.1406,29
CUST002794,47,0.4208,29
CUST002795,47,0.4804,29
CUST002796,47,0.2537,29
CUST002797,47,0.107,29
CUST002798,47,0.2526,29
CUST002799,47,0.2336,29
CUST002800,47,0.0844,29
CUST002801,47,0.1104,29
CUST002802,47,0.1739,29
CUST002803,47,0.1199,29
CUST002804,47,0.2446,29
CUST002805,47,0.102,29
CUST002806,47,0.093,29
CUST002807,47,0.1132,29
CUST002808,47,0.3238,29
CUST002809,47,0.2155,29
CUST002810,47,0.4486,29
CUST002811,47,0.181,29
CUST002812,47,0.1763,29
CUST002813,47,0.2168,29
CUST002814,47,0.0976,29
CUST002815,47,0.2625,29
CUST002816,47,0.3529,29
CUST002817,47,0.1133,29
CUST002818,47,0.579,29
CUST002819,47,0.0842,29
CUST002820,47,0.1188,29
CUST002821,47,0.4104,29
CUST002822,47,0.1113,29
CUST002823,47,0.0737,29
CUST002824,47,0.1591,29
CUST002825,47,0.0877,29
CUST002826,47,0.3746,29
CUST002827,47,0.4143,29
CUST002828,47,0.1135,29
CUST002829,47,0.1023,29
CUST002830,47,0.166,29
CUST002831,47,0.109,29
CUST002832,47,0.3736,29
CUST002833,47,0.173,29
CUST002834,47,0.1233,29
CUST002835,47,0.4219,29
CUST002836,47,0.5281,29
CUST002837,47,0.1747,29
CUST002838,47,0.1045,29
CUST002839,47,0.123,29
CUST002840,47,0.0834,29
CUST002841,47,0.2322,29
CUST002842,47,0.0939,29
CUST002843,47,0.0696,29
CUST002844,47,0.1346,29
CUST002845,47,0.125,29
CUST002846,47,0.1241,29
CUST002847,47,0.1122,29
CUST002848,47,0.1412,29
CUST002849,47,0.2608,29
CUST002850,47,0.1068,29
CUST002851,47,0.1573,29
CUST002852,47,0.2531,29
CUST002853,47,0.3285,29
CUST002854,47,0.1041,29
CUST002855,47,0.1097,29
CUST002856,47,0.1033,29
CUST002857,47,0.107,29
CUST002858,47,0.1327,29
CUST002859,47,0.1054,29
CUST002860,47,0.1065,29
CUST002861,47,0.1065,29
CUST002862,47,0.1023,29
CUST002863,47,0.2491,29
CUST002864,47,0.102,29
CUST002865,47,0.3,29
CUST002866,47,0.2166,29
CUST002867,47,0.172,29
CUST002868,47,0.1029,29
CUST002869,47,0.101,29
CUST002870,47,0.1016,29
CUST002871,47,0.419,29
CUST002872,47,0.2946,29
CUST002873,47,0.2274,29
CUST002874,47,0.0993,29
CUST002875,47,0.1671,29
CUST002876,47,0.1404,29
CUST002877,47,0.2174,29
CUST002878,47,0.0852,29
CUST002879,47,0.1683,29
CUST002880,47,0.1066,29
CUST002881,47,0.1217,29
CUST002882,47,0.1197,29
CUST002883,47,0.1049,29
CUST002884,47,0.2795,29
CUST002885,47,0.2184,29
CUST002886,47,0.2615,29
CUST002887,47,0.2271,29
CUST002888,47,0.1074,29
CUST002889,47,0.0976,29
CUST002890,47,0.1133,29
CUST002891,47,0.0773,29
CUST002892,47,0.097,29
CUST002893,47,0.115,29
CUST002894,47,0.0897,29
CUST002895,47,0.1993,29
CUST002896,47,0.1206,29
CUST002897,47,0.3562,29
CUST002898,47,0.1009,29
CUST002899,47,0.1087,29
