
customer_id,age,monthly_income,emi,credit_card_due,emi_to_income_ratio,credit_utilization,missed_payments,salary_delay,job_loss,avg_balance,balance_drop_ratio,atm_withdrawals,spending_change,bill_delay_count,account_tenure,label,total_obligations,debt_stress_ratio,liquidity_buffer,spending_instability,payment_discipline,financial_health_score,shock_flag,credit_dependency,early_risk_flag,stability_score
CUST000955,41,72453,11059,7510,0.15,0.32,0,0,0,131888,0.14,4,0.11,0,34,0,18569,0.2562902847363118,61394,0.11,1.0,0.862,0,2403.2000000000003,0,1.0518165548715968
CUST000956,31,143424,45067,7641,0.31,0.26,0,0,0,395598,0.03,3,0.14,0,114,1,52708,0.3674977688531905,98357,0.14,1.0,0.913,0,1986.66,0,1.854111033641276
CUST000957,25,69406,14231,2082,0.21,0.37,1,1,0,119950,0.14,5,0.18,1,71,0,16313,0.2350373166585021,55175,0.18,0.3333333333333333,0.5803333333333334,0,770.34,0,1.1599392592485869
CUST000958,60,171546,36901,7069,0.22,0.3,1,1,0,365153,0.13,9,-0.14,1,115,1,43970,0.2563160901449174,134645,0.14,0.3333333333333333,0.6043333333333333,0,2120.7,0,1.543460999998057
CUST000959,48,68253,26919,20488,0.39,0.51,5,0,0,92543,0.28,12,0.05,2,84,1,47407,0.694577527727719,41334,0.05,0.125,0.413,0,10448.88,0,1.02793096375304
CUST000960,48,39039,15793,13869,0.4,0.51,0,0,0,28674,0.21,10,0.02,0,21,0,29662,0.7598042982658367,23246,0.02,1.0,0.784,0,7073.1900000000005,0,0.4547387295081967
CUST000961,34,152290,30239,19637,0.2,0.44,0,0,0,308147,0.19,5,0.02,0,25,0,49876,0.3275067305798148,122051,0.02,1.0,0.811,0,8640.28,0,1.1158712322680484
CUST000962,55,98799,45100,21237,0.46,0.61,3,1,0,61829,0.08,4,-0.05,2,34,1,66337,0.6714339213959656,53699,0.05,0.1666666666666666,0.4596666666666666,0,12954.57,0,0.4545664642375168
CUST000963,27,147996,15464,7138,0.1,0.39,0,0,0,274473,0.14,1,-0.12,0,7,0,22602,0.1527203437930754,132532,0.12,1.0,0.841,0,2783.82,0,0.9564591117837974
CUST000964,52,59288,16826,12982,0.28,0.29,0,0,0,120568,0.15,5,0.12,2,20,1,29808,0.5027661584131696,42462,0.12,0.3333333333333333,0.6013333333333333,0,3764.78,0,1.1001155357654877
CUST000965,48,122214,32474,25696,0.27,0.37,2,0,0,289365,0.11,8,-0.06,1,12,1,58170,0.4759683833276056,89740,0.06,0.25,0.556,0,9507.52,0,1.23383586302827
CUST000966,59,77343,27758,18532,0.36,0.52,0,0,0,92704,0.39,12,-0.08,1,62,1,46290,0.5985027733602265,49585,0.08,0.5,0.5269999999999999,0,9636.64,0,0.8576299820714384
CUST000967,34,212297,77927,23083,0.37,0.43,0,0,0,235435,0.09,4,-0.07,3,22,0,101010,0.4757957013052469,134370,0.07,0.25,0.544,0,9925.69,0,0.6461584659299664
CUST000968,26,75279,13892,9436,0.18,0.34,0,0,0,135427,0.07,4,0.03,0,61,0,23328,0.3098872195432989,61387,0.03,1.0,0.877,0,3208.24,0,1.1536552426496636
CUST000969,46,173213,22079,20597,0.13,0.47,0,0,0,155891,0.07,6,-0.15,2,61,0,42676,0.2463787360071126,151134,0.15,0.3333333333333333,0.5713333333333332,0,9680.59,0,0.7041620481023474
CUST000970,37,102130,58456,26632,0.57,0.84,4,1,0,66742,0.47,4,0.09,6,12,1,85088,0.8331342406736513,43674,0.09,0.0909090909090909,0.2433636363636364,1,22370.879999999997,1,0.3767470209828553
CUST000971,32,144993,28421,22755,0.2,0.33,1,0,0,248979,0.16,2,0.13,1,48,1,51176,0.3529549702399426,116572,0.13,0.3333333333333333,0.5863333333333333,0,7509.150000000001,0,1.0585838034677295
CUST000972,49,114021,31244,24177,0.27,0.31,0,0,0,210384,0.13,5,0.04,1,6,0,55421,0.486059585514949,82777,0.04,0.5,0.6679999999999999,0,7494.87,0,0.9475588044412482
CUST000973,37,115401,29662,22016,0.26,0.45,0,0,0,264484,0.11,5,-0.11,0,29,0,51678,0.4478124106376894,85739,0.11,1.0,0.8320000000000001,0,9907.2,0,1.2667580140147774
CUST000974,30,219972,35113,30365,0.16,0.45,1,0,0,443011,0.19,3,0.17,0,97,1,65478,0.297665157383667,184859,0.17,0.5,0.6080000000000001,0,13664.25,0,1.4111334307695338
CUST000975,43,186937,43836,24150,0.23,0.44,0,0,0,405066,0.19,2,-0.01,0,104,0,67986,0.3636840218897275,143101,0.01,1.0,0.811,0,10626.0,0,1.5167567143473597
CUST000976,58,190123,66335,10055,0.35,0.28,0,0,0,349865,0.05,0,0.02,1,30,1,76390,0.4017925237872324,123788,0.02,0.5,0.7010000000000001,0,2815.4,0,1.0450968841387724
CUST000977,45,181991,44314,33562,0.24,0.44,0,1,0,392464,0.03,0,0.07,0,105,0,77876,0.4279112703375441,137677,0.07,1.0,0.859,0,14767.28,0,1.515745197591103
CUST000978,55,169472,36433,6949,0.21,0.4,0,0,0,189304,0.03,3,-0.01,1,88,0,43382,0.2559832892749245,133039,0.01,0.5,0.671,0,2779.6000000000004,0,0.925174511574115
CUST000979,36,123342,20967,15603,0.17,0.28,1,0,0,187984,0.17,3,0.08,2,61,0,36570,0.2964926788928345,102375,0.08,0.25,0.565,0,4368.84,0,1.0162042366949615
CUST000980,23,194741,42049,29688,0.22,0.18,0,0,0,426897,0.21,4,0.04,2,65,1,71737,0.3683713239636235,152692,0.04,0.3333333333333333,0.6163333333333333,0,5343.84,0,1.366891194503497
CUST000981,57,99300,44817,35133,0.45,0.87,3,1,0,42345,0.31,10,-0.25,4,87,1,79950,0.8051359516616314,54483,0.25,0.125,0.296,0,30565.71,1,0.5757153754745672
CUST000982,49,88821,7105,18729,0.08,0.33,0,0,0,204880,0.04,3,-0.02,0,23,1,25834,0.2908546402314768,81716,0.02,1.0,0.889,0,6180.570000000001,0,1.2491512050317866
CUST000983,33,23593,11333,5929,0.48,0.92,2,0,0,7358,0.56,13,0.05,3,17,1,17262,0.7316576950790489,12260,0.05,0.1666666666666666,0.2226666666666666,1,5454.68,1,0.2267628069283151
CUST000984,48,209423,48810,31161,0.23,0.43,0,0,0,310352,0.03,3,-0.02,1,26,0,79971,0.3818635011436184,160613,0.02,0.5,0.6619999999999999,0,13399.23,0,0.8492990297196119
CUST000985,59,128820,34971,31796,0.27,0.41,0,0,0,298249,0.08,3,-0.12,2,34,0,66767,0.518296848315479,93849,0.12,0.3333333333333333,0.5863333333333334,0,13036.36,0,1.2992768389211904
CUST000986,25,68868,30044,20765,0.44,0.92,4,0,1,39614,0.51,8,-0.57,7,12,1,50809,0.7377737120288087,38824,0.57,0.0833333333333333,0.2043333333333333,1,19103.8,1,0.3376040018005198
CUST000987,56,117404,26292,22727,0.22,0.26,1,0,0,222490,0.15,2,0.17,1,42,0,49019,0.4175241048005179,91112,0.17,0.3333333333333333,0.6103333333333333,0,5909.02,0,1.1225320471870874
CUST000988,21,208330,32484,6249,0.16,0.38,1,0,1,527101,0.1,4,-0.09,0,101,0,38733,0.1859213747419958,175846,0.09,0.5,0.656,1,2374.62,0,1.685889901966902
CUST000989,47,133643,46597,30640,0.35,0.82,3,0,0,120490,0.3,7,0.03,5,15,1,77237,0.5779352453925758,87046,0.03,0.1111111111111111,0.3084444444444444,0,25124.8,0,0.513287165903445
CUST000990,57,197745,62056,26695,0.31,0.41,0,0,1,470376,0.03,3,-0.18,0,76,1,88751,0.4488153935624162,135689,0.18,1.0,0.868,1,10944.95,0,1.506010572485242
CUST000991,27,52691,26074,8364,0.49,0.76,1,1,0,40488,0.52,13,-0.07,7,119,1,34438,0.6535841035470953,26617,0.07,0.1111111111111111,0.2604444444444444,1,6356.64,1,0.8800282775373871
CUST000992,27,119997,30187,21292,0.25,0.32,2,0,0,273038,0.04,3,0.05,1,101,0,51479,0.4290023917264598,89810,0.05,0.25,0.592,0,6813.4400000000005,0,1.5585106279549104
CUST000993,43,71856,35282,29423,0.49,0.89,5,1,0,36060,0.58,17,-0.26,5,113,1,64705,0.9004815185927411,36574,0.26,0.0909090909090909,0.1953636363636363,1,26186.47,1,0.7217483450928001
CUST000994,52,204635,32310,39899,0.16,0.48,0,0,0,442519,0.19,7,-0.05,1,74,0,72209,0.3528673003151953,172325,0.05,0.5,0.599,0,19151.52,0,1.3895678179792412
CUST000995,32,150637,38955,29104,0.26,0.08,1,0,0,250358,0.19,6,0.09,0,36,1,68059,0.4518079887411459,111682,0.09,0.5,0.7190000000000001,0,2328.32,0,0.9809921799280394
CUST000996,59,150308,29810,23041,0.2,0.24,0,0,0,362438,0.0,4,0.06,0,88,0,52851,0.3516180110173776,120498,0.06,1.0,0.928,0,5529.84,0,1.572309708666813
CUST000997,42,107279,32561,3218,0.3,0.34,0,0,0,113100,0.0,3,-0.05,0,89,0,35779,0.3335135487840118,74718,0.05,1.0,0.898,0,1094.12,0,0.8979586129753915
CUST000998,51,115407,24066,6279,0.21,0.51,1,0,0,347325,0.05,4,-0.03,1,118,0,30345,0.2629389898359718,91341,0.03,0.3333333333333333,0.5653333333333332,0,3202.29,0,1.9964366999399232
CUST000999,22,57722,16347,28349,0.28,0.72,0,1,0,32296,0.44,10,-0.22,0,44,0,44696,0.7743321437233637,41375,0.22,1.0,0.652,1,20411.28,0,0.4630831730852519
CUST001000,52,70747,14015,13572,0.2,0.42,0,0,0,132506,0.07,2,-0.05,0,110,1,27587,0.3899387959913494,56732,0.05,1.0,0.853,0,5700.24,0,1.39479796837602
CUST001001,35,57384,30036,12533,0.52,0.75,2,0,0,21658,0.34,11,-0.29,5,18,1,42569,0.7418269901017706,27348,0.29,0.125,0.3229999999999999,0,9399.75,0,0.2637078504835758
CUST001002,49,60056,21329,13685,0.36,0.99,5,1,0,5825,0.53,17,-0.41,5,100,1,35014,0.583022512321833,38727,0.41,0.0909090909090909,0.1803636363636363,1,13548.15,1,0.4651622625172752
CUST001003,47,214228,62591,42382,0.29,0.44,1,0,0,342312,0.16,2,0.0,1,78,0,104973,0.4900059749425845,151637,0.0,0.3333333333333333,0.5533333333333333,0,18648.08,0,1.1239394526417992
CUST001004,49,151737,25123,30509,0.17,0.35,0,0,1,305147,0.12,1,0.09,1,28,1,55632,0.3666343739496629,126614,0.09,0.5,0.659,1,10678.15,0,1.1221728681455316
CUST001005,54,123018,44208,31863,0.36,0.7,1,1,0,89909,0.26,11,-0.12,1,112,1,76071,0.618372921035946,78810,0.12,0.3333333333333333,0.4453333333333333,0,22304.1,0,0.832093958385832
CUST001006,53,66673,17625,11600,0.26,0.53,2,1,0,102243,0.26,10,-0.42,6,102,1,29225,0.4383333583309585,49048,0.42,0.1111111111111111,0.4074444444444444,0,6148.0,0,1.1917381588025318
CUST001007,53,80559,15253,8467,0.19,0.35,0,0,0,126925,0.0,6,0.12,1,52,1,23720,0.294442582455095,65306,0.12,0.5,0.6950000000000001,0,2963.45,0,1.0044335484938762
CUST001008,54,32588,14856,8826,0.46,0.74,0,0,0,20065,0.26,9,-0.11,3,113,0,23682,0.7267092181170983,17732,0.11,0.25,0.4,0,6531.24,0,0.7786826076283409
CUST001009,33,60106,13133,2482,0.22,0.1,0,0,0,176485,0.13,1,0.04,1,108,0,15615,0.2597910358366885,46973,0.04,0.5,0.7310000000000001,0,248.2,0,1.918090239073652
CUST001010,50,139470,28028,7578,0.2,0.6,1,0,0,350991,0.01,3,0.08,1,7,0,35606,0.2552950455295045,111442,0.08,0.3333333333333333,0.5503333333333333,0,4546.8,0,1.287460505529226
CUST001011,38,146692,26404,11735,0.18,0.64,1,0,0,107561,0.28,11,-0.15,0,48,0,38139,0.2599937283560112,120288,0.15,0.5,0.524,0,7510.400000000001,0,0.5666194024254736
CUST001012,28,53011,12559,8410,0.24,0.24,0,0,0,55425,0.04,3,0.02,0,88,0,20969,0.3955594121974684,40452,0.02,1.0,0.916,0,2018.4,0,0.8894256646293921
CUST001013,52,161943,12955,25451,0.08,0.3,0,0,0,527108,0.15,5,0.16,0,77,1,38406,0.2371575183860988,148988,0.16,1.0,0.865,0,7635.299999999999,0,1.9482724480890512
CUST001014,51,189528,32327,27057,0.17,0.51,0,0,0,430031,0.12,6,0.11,0,76,0,59384,0.3133257355113756,157201,0.11,1.0,0.811,0,13799.07,0,1.4511394914058886
CUST001015,31,112806,15076,28307,0.13,0.28,0,0,0,249043,0.02,3,-0.11,3,108,1,43383,0.3845806074144992,97730,0.11,0.25,0.61,0,7925.960000000001,0,1.5538455060412917
CUST001016,26,32195,12631,9150,0.39,0.35,0,0,0,46105,0.52,7,0.2,2,37,1,21781,0.6765336232334214,19564,0.2,0.3333333333333333,0.4723333333333332,1,3202.5,0,0.8701717604671387
CUST001017,31,195014,34295,56121,0.18,0.41,1,0,0,386866,0.0,2,0.1,0,110,0,90416,0.4636385080045535,160719,0.1,0.5,0.677,0,23009.609999999997,0,1.450221136835628
CUST001018,34,83025,27852,22322,0.34,0.68,2,0,0,20756,0.29,11,0.07,2,110,1,50174,0.6043239987955435,55173,0.07,0.2,0.389,0,15178.96,0,0.5833303222283782
CUST001019,34,132349,47924,42751,0.36,0.63,1,1,0,178054,0.19,5,-0.34,0,35,0,90675,0.6851204013630628,84425,0.34,0.5,0.554,0,26933.13,0,0.8184967258531671
CUST001020,21,79685,13692,2390,0.17,0.49,0,0,0,161955,0.04,2,-0.15,1,61,1,16082,0.2018196649306645,65993,0.15,0.5,0.641,0,1171.1,0,1.270374030569987
CUST001021,59,27218,11494,4985,0.42,0.72,3,0,0,25905,0.19,6,0.11,1,103,1,16479,0.6054449261518113,15724,0.11,0.2,0.407,0,3589.2,0,0.9050291156912452
CUST001022,59,125074,39044,7321,0.31,0.21,0,0,0,170784,0.04,3,0.18,0,104,0,46365,0.3707005452771959,86030,0.18,1.0,0.925,0,1537.41,0,1.1160596975148245
CUST001023,38,123690,60273,33832,0.49,0.68,1,0,0,47045,0.38,9,0.06,4,55,1,94105,0.7608133236316598,63417,0.06,0.1666666666666666,0.3486666666666666,0,23005.76,0,0.4193381423601285
CUST001024,50,46601,22524,20212,0.48,0.71,3,1,0,12086,0.53,8,-0.12,6,33,1,42736,0.9170618656252012,24077,0.12,0.1,0.268,1,14350.52,0,0.2671725462426505
CUST001025,54,208474,69582,40640,0.33,0.44,0,0,0,416313,0.08,5,0.02,3,106,0,110222,0.5287086159425156,138892,0.02,0.25,0.544,0,17881.6,0,1.44013890554423
CUST001026,27,179090,32852,11888,0.18,0.42,1,1,0,516454,0.09,3,0.02,0,1,1,44740,0.2498185269975989,146238,0.02,0.5,0.647,0,4992.96,0,1.44604258449615
CUST001027,44,102848,68006,40635,0.66,0.83,2,0,0,16599,0.43,10,-0.34,0,72,1,108641,1.0563258400746731,34842,0.34,0.3333333333333333,0.3553333333333334,1,33727.049999999996,1,0.3806959717644314
CUST001028,39,53338,14057,10093,0.26,0.47,1,0,0,65325,0.31,6,-0.11,0,39,1,24150,0.4527728823727924,39281,0.11,0.5,0.5660000000000001,0,4743.71,0,0.7748568120887156
CUST001029,42,212928,33714,24664,0.16,0.45,0,0,0,379436,0.16,3,0.04,0,36,1,58378,0.2741677938082356,179214,0.04,1.0,0.8170000000000001,0,11098.8,0,1.040991832958404
CUST001030,38,216997,53794,26366,0.25,0.41,1,0,0,706317,0.17,3,-0.1,1,34,1,80160,0.369406028654774,163203,0.1,0.3333333333333333,0.5593333333333333,0,10810.06,0,1.7691401917682803
CUST001031,40,64303,22984,10912,0.36,0.78,2,0,0,39324,0.13,10,-0.04,1,25,1,33896,0.5271293718800056,41319,0.04,0.25,0.427,0,8511.36,1,0.4099330264576594
CUST001032,36,59883,9816,4782,0.16,0.37,0,0,0,175193,0.23,4,0.04,0,116,0,14598,0.2437753619558138,50067,0.04,1.0,0.8200000000000001,0,1769.34,0,1.946103021396923
CUST001033,59,108777,57570,26543,0.53,0.74,0,0,0,183995,0.25,6,-0.09,2,52,1,84113,0.7732608915487649,51207,0.09,0.3333333333333333,0.4363333333333333,0,19641.82,0,1.0624029368683618
CUST001034,22,155383,69761,28810,0.45,0.81,2,1,0,80311,0.36,9,-0.29,0,84,1,98571,0.6343744167637386,85622,0.29,0.3333333333333333,0.3823333333333333,0,23336.1,1,0.6084275086237965
CUST001035,37,72862,45650,20652,0.63,0.82,1,1,1,17905,0.38,17,-0.24,1,117,1,66302,0.9099667865279568,27212,0.24,0.3333333333333333,0.3733333333333333,1,16934.64,1,0.6103675733911588
CUST001036,23,194957,47582,41674,0.24,0.39,0,0,0,598312,0.06,2,-0.02,0,75,0,89256,0.4578240329918905,147375,0.02,1.0,0.865,0,16252.86,0,1.8469638332358764
CUST001037,42,83291,22361,12690,0.27,0.79,0,1,0,62084,0.26,8,-0.45,2,93,1,35051,0.420825779495984,60930,0.45,0.3333333333333333,0.4183333333333333,0,10025.1,0,0.760188853671421
CUST001038,51,118977,38752,20257,0.33,0.74,2,1,0,75442,0.32,6,-0.06,4,117,1,59009,0.4959698092908713,80225,0.06,0.1428571428571428,0.3391428571428571,0,14990.18,0,0.804541806048177
CUST001039,31,217389,57734,38412,0.27,0.49,0,0,0,469618,0.07,4,0.15,1,108,1,96146,0.4422762881286541,159655,0.15,0.5,0.6319999999999999,0,18821.88,0,1.5301278807672845
CUST001040,32,30793,18919,13177,0.61,0.84,1,0,0,9088,0.29,11,-0.26,2,38,1,32096,1.0423148118078784,11874,0.26,0.25,0.361,0,11068.68,1,0.3058945465566885
CUST001041,37,191546,32643,17632,0.17,0.18,0,0,0,458082,0.13,8,0.0,2,93,0,50275,0.2624695895502908,158903,0.0,0.3333333333333333,0.6403333333333333,0,3173.76,0,1.583243081332519
CUST001042,32,112984,51112,31777,0.45,0.63,0,0,0,84184,0.46,8,0.08,1,88,0,82889,0.7336348509523473,61872,0.08,0.5,0.473,1,20019.51,0,0.7392116947677421
CUST001043,35,83544,30308,21231,0.36,0.63,1,0,0,97421,0.35,8,0.2,1,46,1,51539,0.6169084554246864,53236,0.2,0.3333333333333333,0.4393333333333333,0,13375.53,0,0.7747117322002115
CUST001044,40,111852,33977,27992,0.3,0.6,1,1,0,106442,0.15,11,-0.21,2,54,1,61969,0.5540267496334442,77875,0.21,0.25,0.475,0,16795.2,0,0.7008120032542713
CUST001045,58,166572,28302,8396,0.17,0.3,0,0,0,481663,0.25,5,0.19,0,38,0,36698,0.2203131378623058,138270,0.19,1.0,0.835,0,2518.7999999999997,0,1.604134873799075
CUST001046,51,101151,50270,45266,0.5,0.84,0,1,1,49593,0.53,7,-0.26,1,7,1,95536,0.9444889323882116,50881,0.26,0.5,0.389,1,38023.439999999995,1,0.2743076426236423
CUST001047,60,148789,43843,11903,0.29,0.76,1,1,0,105477,0.37,14,-0.22,3,10,1,55746,0.3746647937683565,104946,0.22,0.2,0.341,0,9046.28,0,0.3961158904048211
CUST001048,53,107220,56209,23801,0.52,0.95,2,1,0,45601,0.37,14,-0.05,2,16,1,80010,0.7462227196418578,51011,0.05,0.2,0.284,0,22610.95,1,0.2793162409105181
CUST001049,40,59172,13924,6367,0.24,0.36,0,0,0,112126,0.0,3,0.13,0,53,1,20291,0.3429155681741364,45248,0.13,1.0,0.892,0,2292.12,0,1.1682755789521122
CUST001050,30,44253,21490,13125,0.49,0.94,1,1,0,26231,0.5,13,0.08,1,18,1,34615,0.7822068560323594,22763,0.08,0.3333333333333333,0.3013333333333333,1,12337.5,1,0.371368689835947
CUST001051,57,164949,52396,30670,0.32,0.32,1,0,0,191520,0.11,3,-0.03,0,115,0,83066,0.5035859568715179,112553,0.03,0.5,0.671,0,9814.4,0,1.0597062241083155
CUST001052,32,66184,13004,6043,0.2,0.08,0,0,0,71936,0.06,5,-0.02,1,100,0,19047,0.287788589387163,53180,0.02,0.5,0.758,0,483.44,0,0.9601130669084132
CUST001053,32,211330,21039,18788,0.1,0.33,1,0,0,675659,0.1,3,0.11,0,41,0,39827,0.1884588084985567,190291,0.11,0.5,0.671,0,6200.04,0,1.7694132861088372
CUST001054,49,99888,21518,13840,0.22,0.27,0,0,0,173190,0.2,4,0.09,0,36,0,35358,0.3539764536280634,78370,0.09,1.0,0.859,0,3736.8,0,1.016912272622611
CUST001055,31,66532,13130,17345,0.2,0.78,1,1,0,80875,0.45,8,-0.02,0,74,1,30475,0.4580502615282871,53402,0.02,0.5,0.431,1,13529.1,0,0.9161144344410544
CUST001056,26,206082,66422,42965,0.32,0.39,0,0,0,429066,0.02,6,-0.03,1,17,0,109387,0.53079356760901,139660,0.03,0.5,0.677,0,16756.350000000002,0,1.1118362302243918
CUST001057,48,157466,29829,19522,0.19,0.36,0,0,0,354179,0.21,0,-0.04,3,52,1,49351,0.3134073387270903,127637,0.04,0.25,0.529,0,7027.92,0,1.341280077730572
CUST001058,45,22944,8238,8876,0.36,0.98,2,1,1,13249,0.49,14,0.0,4,1,1,17114,0.7459030683403068,14706,0.0,0.1428571428571428,0.2161428571428571,1,8698.48,1,0.2928788043873029
CUST001059,44,129466,20586,14968,0.16,0.36,0,0,0,306631,0.02,1,-0.09,1,2,0,35554,0.2746203636475986,108880,0.09,0.5,0.6859999999999999,0,5388.48,0,1.1925385748234427
CUST001060,54,29696,10296,10877,0.35,0.57,2,0,0,14657,0.25,10,-0.01,1,25,0,21173,0.7129916487068966,19400,0.01,0.25,0.4539999999999999,0,6199.889999999999,0,0.3509424352628211
CUST001061,36,115269,39910,27435,0.35,0.52,1,0,0,131388,0.24,9,-0.08,1,29,1,67345,0.5842420772280492,75359,0.08,0.3333333333333333,0.5053333333333333,0,14266.2,0,0.6907474480205894
CUST001062,27,176946,28935,5308,0.16,0.51,1,0,0,445700,0.16,7,0.02,1,50,1,34243,0.1935223175432052,148011,0.02,0.3333333333333333,0.5323333333333333,0,2707.08,0,1.467749994819541
CUST001063,31,36984,14059,7199,0.38,0.56,3,0,0,26264,0.33,10,0.04,2,9,1,21258,0.5747890979883192,22925,0.04,0.1666666666666666,0.3996666666666666,0,4031.440000000001,0,0.3925628633229687
CUST001064,39,181390,45168,27079,0.25,0.45,0,0,0,471172,0.07,6,-0.08,1,59,1,72247,0.3982964882297811,136222,0.08,0.5,0.6439999999999999,0,12185.55,0,1.544607803952052
CUST001065,42,60072,23016,20228,0.38,0.75,2,0,0,76984,0.32,9,-0.21,3,56,1,43244,0.7198694899453989,37056,0.21,0.1666666666666666,0.3456666666666666,0,15171.0,0,0.874087082937981
CUST001066,52,94394,21752,3140,0.23,0.2,1,0,0,215925,0.18,7,-0.06,1,46,0,24892,0.26370320147467,72642,0.06,0.3333333333333333,0.6193333333333333,0,628.0,0,1.3353977964934582
CUST001067,46,104878,21729,21721,0.21,0.59,0,0,0,222431,0.03,4,0.0,0,3,0,43450,0.414290890367856,83149,0.0,1.0,0.8140000000000001,0,12815.39,0,1.0729172427273337
CUST001068,29,50744,6316,9207,0.12,0.44,0,1,0,95237,0.07,4,-0.09,2,28,1,15523,0.3059080876556834,44428,0.09,0.3333333333333333,0.5803333333333333,0,4051.08,0,1.0550546851906593
CUST001069,31,121099,45300,48887,0.37,0.43,1,0,0,153398,0.33,9,0.07,4,16,0,94187,0.7777686025483282,75799,0.07,0.1666666666666666,0.4386666666666666,0,21021.41,0,0.700019267822736
CUST001070,23,92053,34272,24853,0.37,0.53,1,0,0,87151,0.44,9,0.06,2,49,1,59125,0.6422930268432316,57781,0.06,0.25,0.409,1,13172.09,0,0.6775355588386527
CUST001071,60,37572,15663,10384,0.42,0.54,2,0,0,39501,0.18,9,-0.09,5,7,1,26047,0.6932556158841691,21909,0.09,0.125,0.434,0,5607.360000000001,0,0.5548233882486537
CUST001072,22,55353,16587,16036,0.3,0.48,1,1,0,76866,0.38,5,-0.32,0,7,1,32623,0.5893628168301628,38766,0.32,0.5,0.542,0,7697.28,0,0.7234796341125603
CUST001073,45,188466,52798,27288,0.28,0.4,0,0,0,386865,0.05,9,-0.05,1,16,1,80086,0.4249360627381066,135668,0.05,0.5,0.665,0,10915.2,0,1.0930134541679268
CUST001074,30,210232,48520,18337,0.23,0.41,0,1,0,316427,0.11,5,0.25,0,27,0,66857,0.3180153354389436,161712,0.25,1.0,0.8440000000000001,0,7518.169999999999,0,0.8650626328882717
CUST001075,47,71471,18413,10324,0.26,0.27,1,0,0,177730,0.02,6,0.02,1,85,0,28737,0.4020791649760042,53058,0.02,0.3333333333333333,0.6463333333333333,0,2787.48,0,1.597520707409895
CUST001076,38,60956,23966,20648,0.39,0.49,0,0,0,37151,0.45,10,0.12,1,80,0,44614,0.7319049806417744,36990,0.12,0.5,0.518,1,10117.52,0,0.638064537296783
CUST001077,27,206925,41331,23734,0.2,0.39,0,0,0,438706,0.14,9,-0.03,0,66,0,65065,0.3144375981635858,165594,0.03,1.0,0.841,0,9256.26,0,1.3350552854643691
CUST001078,28,72856,18280,14951,0.25,0.16,0,0,0,233840,0.07,4,0.13,1,101,0,33231,0.4561189195124629,54576,0.13,0.5,0.7309999999999999,0,2392.16,0,2.0256207937009028
CUST001079,59,113942,15449,17170,0.14,0.2,0,0,0,204778,0.1,1,0.03,0,26,0,32619,0.2862772287655122,98493,0.03,1.0,0.91,0,3434.0,0,1.00693175535136
CUST001080,33,132415,56537,44125,0.43,0.59,2,1,0,197735,0.27,4,-0.31,5,46,1,100662,0.7602008835856965,75878,0.31,0.125,0.3919999999999999,0,26033.75,0,0.9383098215724184
CUST001081,23,175116,38818,26689,0.22,0.25,0,0,0,302768,0.11,1,-0.08,1,71,0,65507,0.3740777541743758,136298,0.08,0.5,0.692,0,6672.25,0,1.1603067996444285
CUST001082,51,48737,30367,18424,0.62,0.81,2,1,0,10754,0.47,14,-0.24,5,43,1,48791,1.001107987771098,18370,0.24,0.125,0.2659999999999999,1,14923.44,1,0.289491259386926
CUST001083,26,73948,26809,12156,0.36,0.49,2,0,0,128295,0.02,4,0.11,2,117,1,38965,0.5269243252014929,47139,0.11,0.2,0.5269999999999999,0,5956.44,0,1.354955949370512
CUST001084,52,48614,11624,7309,0.24,0.74,3,0,0,49125,0.21,5,0.24,0,20,1,18933,0.3894557123462377,36990,0.24,0.25,0.415,0,5408.66,0,0.5885786279954747
CUST001085,25,51552,17783,5645,0.34,0.66,2,0,0,80131,0.3,7,-0.12,3,93,1,23428,0.4544537554314091,33769,0.12,0.1666666666666666,0.3786666666666666,0,3725.7,0,1.164671066669253
CUST001086,35,56800,32973,22968,0.58,0.9,7,1,0,32051,0.5,11,-0.34,3,59,1,55941,0.9848767605633802,23827,0.34,0.0909090909090909,0.2163636363636363,1,20671.2,1,0.5279674506904221
CUST001087,24,90797,15408,2723,0.17,0.41,0,0,0,189796,0.07,0,0.15,0,13,0,18131,0.1996872143352754,75389,0.15,1.0,0.856,0,1116.4299999999998,0,1.099321846296174
CUST001088,39,106705,47333,34329,0.44,0.79,0,1,0,56733,0.45,9,-0.33,2,47,1,81662,0.7653062180778782,59372,0.33,0.3333333333333333,0.3613333333333333,1,27119.91,1,0.4616712431041053
CUST001089,28,57029,12049,11867,0.21,0.44,0,0,0,195426,0.0,3,0.04,1,13,1,23916,0.4193655859299655,44980,0.04,0.5,0.6679999999999999,0,5221.4800000000005,0,1.7675280554094337
CUST001090,29,214659,40096,32538,0.19,0.26,0,0,0,440462,0.11,2,0.08,1,85,0,72634,0.3383692274724097,174563,0.08,0.5,0.6890000000000001,0,8459.880000000001,0,1.380119336004224
CUST001091,43,159744,25214,34838,0.16,0.26,0,0,0,355932,0.0,6,-0.11,0,115,1,60052,0.3759264823717949,134530,0.11,1.0,0.922,0,9057.88,0,1.5932297046334265
CUST001092,38,114084,73388,48261,0.64,0.99,2,0,0,43892,0.51,17,-0.17,2,113,1,121649,1.0663107885417762,40696,0.17,0.2,0.23,1,47778.39,1,0.6631986749645732
